method,method_label,frequency,psd,psd_db
OFDM,Classical OFDM,-0.461181640625,6.541328545265872e-06,-18.39726511349374
OFDM,Classical OFDM,-0.4609375,6.567822885415158e-06,-18.379710412938287
OFDM,Classical OFDM,-0.460693359375,6.562763221304909e-06,-18.38305738358265
OFDM,Classical OFDM,-0.46044921875,6.526150193459748e-06,-18.40735409474269
OFDM,Classical OFDM,-0.460205078125,6.458281485697155e-06,-18.45275504017449
OFDM,Classical OFDM,-0.4599609375,6.359759671554075e-06,-18.51951769497581
OFDM,Classical OFDM,-0.459716796875,6.231486609696487e-06,-18.608008077961504
OFDM,Classical OFDM,-0.45947265625,6.074645028836555e-06,-18.718715688717417
OFDM,Classical OFDM,-0.459228515625,5.890707815339634e-06,-18.852249920823475
OFDM,Classical OFDM,-0.458984375,5.6814032647635895e-06,-19.00936857438028
OFDM,Classical OFDM,-0.458740234375,5.4487139609407155e-06,-19.190984644261842
OFDM,Classical OFDM,-0.45849609375,5.194855558599671e-06,-19.398189973035905
OFDM,Classical OFDM,-0.458251953125,4.922253083954515e-06,-19.63228534188302
OFDM,Classical OFDM,-0.4580078125,4.633520678113573e-06,-19.894813684399885
OFDM,Classical OFDM,-0.457763671875,4.3314363764225e-06,-20.18760534417271
OFDM,Classical OFDM,-0.45751953125,4.018918649250043e-06,-20.5128325862302
OFDM,Classical OFDM,-0.457275390625,3.698993254838922e-06,-20.87308934562257
OFDM,Classical OFDM,-0.45703125,3.37477122127199e-06,-21.271481369792706
OFDM,Classical OFDM,-0.456787109375,3.0494148186017565e-06,-21.711759675197314
OFDM,Classical OFDM,-0.45654296875,2.7261098961933335e-06,-22.198491146068505
OFDM,Classical OFDM,-0.456298828125,2.408032014985111e-06,-22.737302173315996
OFDM,Classical OFDM,-0.4560546875,2.098320466208832e-06,-23.335206573444985
OFDM,Classical OFDM,-0.455810546875,1.8000476463061613e-06,-24.00108473136916
OFDM,Classical OFDM,-0.45556640625,1.5161821867302071e-06,-24.74641084027612
OFDM,Classical OFDM,-0.455322265625,1.2495706589610414e-06,-25.586316549075903
OFDM,Classical OFDM,-0.455078125,1.0029028060286305e-06,-26.54133627507445
OFDM,Classical OFDM,-0.454833984375,7.786862417903171e-07,-27.640299725004375
OFDM,Classical OFDM,-0.45458984375,5.79223732323179e-07,-28.92546126193496
OFDM,Classical OFDM,-0.454345703125,4.065895865868366e-07,-30.462362224725112
OFDM,Classical OFDM,-0.4541015625,2.626080687420959e-07,-32.360844080998966
OFDM,Classical OFDM,-0.453857421875,1.4883531834270809e-07,-34.8268647322905
OFDM,Classical OFDM,-0.45361328125,6.654393896270853e-08,-38.322839692715625
OFDM,Classical OFDM,-0.453369140625,1.6709641318986358e-08,-44.32425346297042
OFDM,Classical OFDM,-0.453125,6.8002465123364504e-15,-108.22867817553153
OFDM,Classical OFDM,-0.452880859375,1.6767805833544162e-08,-44.30916237611575
OFDM,Classical OFDM,-0.45263671875,6.704598015879198e-08,-38.29019729738668
OFDM,Classical OFDM,-0.452392578125,1.5054632724196293e-07,-34.77722309093121
OFDM,Classical OFDM,-0.4521484375,2.66660753087088e-07,-32.29433372652561
OFDM,Classical OFDM,-0.451904296875,4.1446656821674427e-07,-30.379029687841218
OFDM,Classical OFDM,-0.45166015625,5.927320262709357e-07,-28.825340804299735
OFDM,Classical OFDM,-0.451416015625,7.99930121557957e-07,-27.52340423379028
OFDM,Classical OFDM,-0.451171875,1.0342501610324036e-06,-26.40766876749821
OFDM,Classical OFDM,-0.450927734375,1.2936127916032667e-06,-25.43588172592613
OFDM,Classical OFDM,-0.45068359375,1.5756917279300517e-06,-24.5792121887626
OFDM,Classical OFDM,-0.450439453125,1.8779332383827237e-06,-23.817123251534134
OFDM,Classical OFDM,-0.4501953125,2.19758000458383e-06,-23.134477790798968
OFDM,Classical OFDM,-0.449951171875,2.5316963820982296e-06,-22.519808529571918
OFDM,Classical OFDM,-0.44970703125,2.877198324942717e-06,-21.964226751471244
OFDM,Classical OFDM,-0.449462890625,3.2308764044395824e-06,-21.46072129319595
OFDM,Classical OFDM,-0.44921875,3.589433600169229e-06,-21.003665500738155
OFDM,Classical OFDM,-0.448974609375,3.949510680758274e-06,-20.588491813003607
OFDM,Classical OFDM,-0.44873046875,4.307720952340222e-06,-20.211449113406402
OFDM,Classical OFDM,-0.448486328125,4.66068484688498e-06,-19.869427367812143
OFDM,Classical OFDM,-0.4482421875,5.005054502331184e-06,-19.5598366286424
OFDM,Classical OFDM,-0.447998046875,5.337550752883042e-06,-19.28050456331482
OFDM,Classical OFDM,-0.44775390625,5.6550008398973774e-06,-19.029598001727074
OFDM,Classical OFDM,-0.447509765625,5.954359789392851e-06,-18.805574007932794
OFDM,Classical OFDM,-0.447265625,6.232743959526966e-06,-18.607131874505512
OFDM,Classical OFDM,-0.447021484375,6.487457382171099e-06,-18.43317956066682
OFDM,Classical OFDM,-0.44677734375,6.716022027698825e-06,-18.282803620378207
OFDM,Classical OFDM,-0.446533203125,6.916203425970753e-06,-18.155247152636704
OFDM,Classical OFDM,-0.4462890625,7.086027960499279e-06,-18.049896122695863
OFDM,Classical OFDM,-0.446044921875,7.223802404449521e-06,-17.966266158992713
OFDM,Classical OFDM,-0.44580078125,7.328140182148768e-06,-17.903987054507546
OFDM,Classical OFDM,-0.445556640625,7.3979655324965155e-06,-17.862801703532128
OFDM,Classical OFDM,-0.4453125,7.432532244309621e-06,-17.842556719703847
OFDM,Classical OFDM,-0.445068359375,7.431428940650426e-06,-17.843201445138707
OFDM,Classical OFDM,-0.44482421875,7.39458644485989e-06,-17.864785836009375
OFDM,Classical OFDM,-0.444580078125,7.322276019114891e-06,-17.90746378001161
OFDM,Classical OFDM,-0.4443359375,7.215116089936738e-06,-17.971491507300538
OFDM,Classical OFDM,-0.444091796875,7.074060558616842e-06,-18.05723700595475
OFDM,Classical OFDM,-0.44384765625,6.900393837150907e-06,-18.165185953126322
OFDM,Classical OFDM,-0.443603515625,6.695718037746519e-06,-18.29595317068328
OFDM,Classical OFDM,-0.443359375,6.461946087183468e-06,-18.45029143612792
OFDM,Classical OFDM,-0.443115234375,6.201272582943506e-06,-18.629116523357126
OFDM,Classical OFDM,-0.44287109375,5.916169309538004e-06,-18.83351879750307
OFDM,Classical OFDM,-0.442626953125,5.609350169784967e-06,-19.064799217757404
OFDM,Classical OFDM,-0.4423828125,5.283752049135988e-06,-19.324500446724052
OFDM,Classical OFDM,-0.442138671875,4.94250527147812e-06,-19.614453327498286
OFDM,Classical OFDM,-0.44189453125,4.588909579460596e-06,-19.936829735593268
OFDM,Classical OFDM,-0.441650390625,4.226394742230655e-06,-20.294224165337965
OFDM,Classical OFDM,-0.44140625,3.858500218776838e-06,-20.68973944726425
OFDM,Classical OFDM,-0.441162109375,3.488827198648005e-06,-21.127130145295084
OFDM,Classical OFDM,-0.44091796875,3.1210185855589425e-06,-21.61096119055061
OFDM,Classical OFDM,-0.440673828125,2.758714240732487e-06,-22.146857571838297
OFDM,Classical OFDM,-0.4404296875,2.405519477094747e-06,-22.741835962732196
OFDM,Classical OFDM,-0.440185546875,2.064975555109756e-06,-23.404775590310383
OFDM,Classical OFDM,-0.43994140625,1.7405146859248714e-06,-24.147147818585303
OFDM,Classical OFDM,-0.439697265625,1.4354349308121972e-06,-24.984089635060972
OFDM,Classical OFDM,-0.439453125,1.1528672942161947e-06,-25.93613155112752
OFDM,Classical OFDM,-0.439208984375,8.957401946536275e-07,-27.032104111385102
OFDM,Classical OFDM,-0.43896484375,6.667554850730728e-07,-28.314258768308058
OFDM,Classical OFDM,-0.438720703125,4.683585383534937e-07,-29.84814031945788
OFDM,Classical OFDM,-0.4384765625,3.027144027744139e-07,-31.743593892979625
OFDM,Classical OFDM,-0.438232421875,1.7168629690218623e-07,-34.20656840495564
OFDM,Classical OFDM,-0.43798828125,7.681464491891049e-08,-37.699484465989
OFDM,Classical OFDM,-0.437744140625,1.930217441680472e-08,-43.69786238295574
OFDM,Classical OFDM,-0.4375,4.359882514866355e-15,-110.15917687382216
OFDM,Classical OFDM,-0.437255859375,1.939762384451433e-08,-43.6764394062617
OFDM,Classical OFDM,-0.43701171875,7.761642036187617e-08,-37.65438864558047
OFDM,Classical OFDM,-0.436767578125,1.7440717293158888e-07,-34.138281315252655
OFDM,Classical OFDM,-0.4365234375,3.091488679133683e-07,-31.652248134622567
OFDM,Classical OFDM,-0.436279296875,4.808545732119723e-07,-29.733787231372094
OFDM,Classical OFDM,-0.43603515625,6.881781612836692e-07,-28.176915873789138
OFDM,Classical OFDM,-0.435791015625,9.294243636213486e-07,-26.87178421193616
OFDM,Classical OFDM,-0.435546875,1.202565399374167e-06,-25.75283769918044
OFDM,Classical OFDM,-0.435302734375,1.5052554371925006e-06,-24.77782269322645
OFDM,Classical OFDM,-0.43505859375,1.8348545148192494e-06,-23.917908390904795
OFDM,Classical OFDM,-0.434814453125,2.1884502468695624e-06,-23.15255796305373
OFDM,Classical OFDM,-0.4345703125,2.562883525881244e-06,-22.46663604473854
OFDM,Classical OFDM,-0.434326171875,2.9547807487097337e-06,-21.848672131386188
OFDM,Classical OFDM,-0.43408203125,3.3605815992835302e-06,-21.28978028838286
OFDM,Classical OFDM,-0.433837890625,3.776571915523792e-06,-20.78294714754676
OFDM,Classical OFDM,-0.43359375,4.19892216085437e-06,-20.322546501264625
OFDM,Classical OFDM,-0.433349609375,4.623718329514757e-06,-19.904011043339686
OFDM,Classical OFDM,-0.43310546875,5.047005822496608e-06,-19.52358668177499
OFDM,Classical OFDM,-0.432861328125,5.464815548922034e-06,-19.17816965919635
OFDM,Classical OFDM,-0.4326171875,5.873216208865769e-06,-18.865164852531283
OFDM,Classical OFDM,-0.432373046875,6.268340955192505e-06,-18.582398628264375
OFDM,Classical OFDM,-0.43212890625,6.6464295080507105e-06,-18.32804070947074
OFDM,Classical OFDM,-0.431884765625,7.003863223595608e-06,-18.100548176530705
OFDM,Classical OFDM,-0.431640625,7.337204886581243e-06,-17.89861827307348
OFDM,Classical OFDM,-0.431396484375,7.64322289016491e-06,-17.72115949356847
OFDM,Classical OFDM,-0.43115234375,7.918937834073317e-06,-17.567255402938535
OFDM,Classical OFDM,-0.430908203125,8.16163437430806e-06,-17.436153386303726
OFDM,Classical OFDM,-0.4306640625,8.3689034977706e-06,-17.32723913920047
OFDM,Classical OFDM,-0.430419921875,8.538665901410917e-06,-17.240024530038323
OFDM,Classical OFDM,-0.43017578125,8.669185603375692e-06,-17.174141728358144
OFDM,Classical OFDM,-0.429931640625,8.759094443075062e-06,-17.12933264881169
OFDM,Classical OFDM,-0.4296875,8.80740809429813e-06,-17.105443539425206
OFDM,Classical OFDM,-0.429443359375,8.813534872426503e-06,-17.102423467179072
OFDM,Classical OFDM,-0.42919921875,8.777283901123206e-06,-17.120323281042534
OFDM,Classical OFDM,-0.428955078125,8.698874880333146e-06,-17.159293896931537
OFDM,Classical OFDM,-0.4287109375,8.578928638544959e-06,-17.21959418654609
OFDM,Classical OFDM,-0.428466796875,8.418473538037217e-06,-17.301591228298918
OFDM,Classical OFDM,-0.42822265625,8.218932023861392e-06,-17.40577085384284
OFDM,Classical OFDM,-0.427978515625,7.982112297021785e-06,-17.532746405372567
OFDM,Classical OFDM,-0.427734375,7.710196464770043e-06,-17.68327029416607
OFDM,Classical OFDM,-0.427490234375,7.405708674505284e-06,-17.85825850147749
OFDM,Classical OFDM,-0.42724609375,7.071513512462535e-06,-18.058800983629133
OFDM,Classical OFDM,-0.427001953125,6.710772287907377e-06,-18.286199714911934
OFDM,Classical OFDM,-0.4267578125,6.32692509844656e-06,-18.541997808597294
OFDM,Classical OFDM,-0.426513671875,5.92366264694469e-06,-18.828021564884853
OFDM,Classical OFDM,-0.42626953125,5.5048778819153675e-06,-19.146447847432885
OFDM,Classical OFDM,-0.426025390625,5.074648062831808e-06,-19.499865455132138
OFDM,Classical OFDM,-0.42578125,4.637181996911205e-06,-19.891383328171862
OFDM,Classical OFDM,-0.425537109375,4.196792176293732e-06,-20.32475010306412
OFDM,Classical OFDM,-0.42529296875,3.7578476194173445e-06,-20.804533084405858
OFDM,Classical OFDM,-0.425048828125,3.324731916655116e-06,-21.336358413838287
OFDM,Classical OFDM,-0.4248046875,2.901808722051301e-06,-21.927236921947287
OFDM,Classical OFDM,-0.424560546875,2.4933716723025516e-06,-22.586054528743972
OFDM,Classical OFDM,-0.42431640625,2.1036063956413506e-06,-23.324279913982735
OFDM,Classical OFDM,-0.424072265625,1.7365519202276118e-06,-24.157047013599176
OFDM,Classical OFDM,-0.423828125,1.3960581793433758e-06,-25.10488956479758
OFDM,Classical OFDM,-0.423583984375,1.0857470394729164e-06,-26.196638201000162
OFDM,Classical OFDM,-0.42333984375,8.089811347766643e-07,-27.47454079837494
OFDM,Classical OFDM,-0.423095703125,5.688232037859881e-07,-29.004151698461985
OFDM,Classical OFDM,-0.4228515625,3.680117694840012e-07,-30.89530765751894
OFDM,Classical OFDM,-0.422607421875,2.0892706639819856e-07,-33.353977676763606
OFDM,Classical OFDM,-0.42236328125,9.356957301746526e-08,-36.842578262553275
OFDM,Classical OFDM,-0.422119140625,2.35352352488862e-08,-42.83673930237007
OFDM,Classical OFDM,-0.421875,3.83528244325783e-15,-110.71595121549788
OFDM,Classical OFDM,-0.421630859375,2.370397345365798e-08,-42.80571321835808
OFDM,Classical OFDM,-0.42138671875,9.49419395522029e-08,-36.779343743382455
OFDM,Classical OFDM,-0.421142578125,2.1355673832399737e-07,-33.25879194728661
OFDM,Classical OFDM,-0.4208984375,3.789386491282714e-07,-30.768235713614732
OFDM,Classical OFDM,-0.420654296875,5.900259698795352e-07,-28.84521346485988
OFDM,Classical OFDM,-0.42041015625,8.453137929854984e-07,-27.283745185201806
OFDM,Classical OFDM,-0.420166015625,1.142863480607767e-06,-25.97398118572014
OFDM,Classical OFDM,-0.419921875,1.4803200539044775e-06,-24.85036851367945
OFDM,Classical OFDM,-0.419677734375,1.8549291969573364e-06,-23.870651367823548
OFDM,Classical OFDM,-0.41943359375,2.2635606459284753e-06,-23.006003392146216
OFDM,Classical OFDM,-0.419189453125,2.7027387140619054e-06,-22.235884114146298
OFDM,Classical OFDM,-0.4189453125,3.1686676124224324e-06,-21.545157890734252
OFDM,Classical OFDM,-0.418701171875,3.657267719602303e-06,-20.922357211760033
OFDM,Classical OFDM,-0.41845703125,4.164214533624705e-06,-20.358593783699135
OFDM,Classical OFDM,-0.418212890625,4.684974581355314e-06,-19.84685235000613
OFDM,Classical OFDM,-0.41796875,5.214848493783039e-06,-19.38150778483978
OFDM,Classical OFDM,-0.417724609375,5.7490119995957474e-06,-18.957992588110354
OFDM,Classical OFDM,-0.41748046875,6.282568127936855e-06,-18.572552671734034
